Vertex Id	Closeness centrality as fraction	Closeness centrality
89944	51931/218205	0,23799
89945	51931/194095	0,26755
89946	51931/194001	0,26768
89947	51931/175949	0,29515
89948	51931/168340	0,30849
89949	51931/176027	0,29502
89950	51931/176004	0,29506
89951	51931/168336	0,30850
89952	51931/218798	0,23735
89953	51931/219076	0,23705
89954	51931/244096	0,21275
89955	51931/168322	0,30852
89956	51931/218222	0,23797
89957	51931/175906	0,29522
89958	51931/192041	0,27042
89959	51931/168357	0,30846
89960	51931/268430	0,19346
89961	51931/168361	0,30845
89962	51931/218591	0,23757
89963	51931/168356	0,30846
89964	51931/224169	0,23166
89965	51931/194143	0,26749
89966	51931/168339	0,30849
89967	51931/194012	0,26767
89968	51931/194146	0,26748
89969	51931/176142	0,29482
89970	51931/194075	0,26758
89971	51931/194012	0,26767
89972	51931/176069	0,29495
89973	51931/194114	0,26753
89974	51931/194039	0,26763
89975	51931/272694	0,19044
89976	51931/168358	0,30846
89977	51931/168360	0,30845
89978	51931/194046	0,26762
89979	51931/219194	0,23692
89980	51931/194012	0,26767
89981	51931/194040	0,26763
89982	51931/219180	0,23693
89983	51931/218888	0,23725
89984	51931/194146	0,26748
89985	51931/218591	0,23757
89986	51931/194111	0,26753
89987	51931/194146	0,26748
89988	51931/194075	0,26758
89989	51931/218561	0,23760
89990	51931/168360	0,30845
89991	51931/194041	0,26763
89992	51931/244487	0,21241
89993	51931/176112	0,29487
89994	51931/168360	0,30845
89995	51931/194074	0,26758
89996	51931/194074	0,26758
89997	51931/175980	0,29510
89998	51931/168305	0,30855
89999	51931/194109	0,26754
90000	51931/176142	0,29482
90001	51931/168370	0,30843
90002	51931/194075	0,26758
90003	51931/168384	0,30841
90004	51931/226742	0,22903
90005	51931/168368	0,30844
90006	51931/176033	0,29501
90007	51931/219488	0,23660
90008	51931/168363	0,30845
90009	51931/194146	0,26748
90010	51931/194146	0,26748
90011	51931/175938	0,29517
90012	51931/168369	0,30844
90013	51931/194075	0,26758
90014	51931/219610	0,23647
90015	51931/227610	0,22816
90016	51931/194036	0,26764
90017	51931/194077	0,26758
90018	51931/243144	0,21358
90019	51931/168370	0,30843
90020	51931/176069	0,29495
90021	51931/175981	0,29509
90022	51931/218997	0,23713
90023	51931/176142	0,29482
90024	51931/175979	0,29510
90026	51931/168384	0,30841
90027	51931/175997	0,29507
90028	51931/264237	0,19653
90029	51931/194051	0,26762
90030	51931/194076	0,26758
90031	51931/168356	0,30846
90032	51931/194108	0,26754
90033	51931/175917	0,29520
90034	51931/176032	0,29501
90035	51931/194146	0,26748
90036	51931/176003	0,29506
90037	51931/218877	0,23726
90038	51931/194015	0,26766
90039	51931/218562	0,23760
90040	51931/168384	0,30841
90041	51931/194146	0,26748
90042	51931/194110	0,26753
90043	51931/194146	0,26748
90044	51931/176112	0,29487
90045	51931/194054	0,26761
90046	51931/194111	0,26753
90047	51931/224918	0,23089
90048	51931/168370	0,30843
90049	51931/176077	0,29493
90050	51931/168369	0,30844
90051	51931/168371	0,30843
90052	51931/194054	0,26761
90053	51931/194110	0,26753
90054	51931/194074	0,26758
90055	51931/168369	0,30844
90056	51931/219019	0,23711
90057	51931/194110	0,26753
90058	51931/194080	0,26758
90059	51931/176142	0,29482
90060	51931/194076	0,26758
90062	51931/218374	0,23781
90063	51931/168384	0,30841
90064	51931/168370	0,30843
90065	51931/176038	0,29500
90066	51931/168383	0,30841
90067	51931/218562	0,23760
90068	51931/226805	0,22897
90069	51931/224610	0,23121
90070	51931/194053	0,26761
90071	51931/176023	0,29502
90072	51931/218706	0,23745
90073	51931/194077	0,26758
90074	51931/176062	0,29496
90075	51931/168361	0,30845
90076	51931/168361	0,30845
90077	51931/218705	0,23745
90078	51931/191998	0,27048
90079	51931/168372	0,30843
90080	51931/176059	0,29496
90081	51931/175955	0,29514
90082	51931/243826	0,21298
90083	51931/175955	0,29514
90084	51931/168364	0,30844
90085	51931/194089	0,26756
90086	51931/243825	0,21298
90087	51931/168364	0,30844
90088	51931/194076	0,26758
90089	51931/176060	0,29496
90090	51931/168384	0,30841
90091	51931/244343	0,21253
90092	51931/194110	0,26753
90093	51931/194089	0,26756
90094	51931/194077	0,26758
90095	51931/168384	0,30841
90096	51931/219297	0,23681
90097	51931/194086	0,26757
90098	51931/194089	0,26756
90099	51931/168375	0,30842
90100	51931/175987	0,29508
90101	51931/194146	0,26748
90102	51931/219576	0,23651
90103	51931/194028	0,26765
90104	51931/176106	0,29488
90105	51931/175984	0,29509
90106	51931/194028	0,26765
90107	51931/175955	0,29514
90108	51931/243825	0,21298
90109	51931/218494	0,23768
90110	51931/168364	0,30844
90111	51931/168364	0,30844
90112	51931/168385	0,30841
90113	51931/194111	0,26753
90114	51931/176012	0,29504
90115	51931/194030	0,26764
90116	51931/194029	0,26765
90117	51931/176026	0,29502
90118	51931/192033	0,27043
90119	51931/176111	0,29488
90120	51931/176106	0,29488
90121	51931/194042	0,26763
90122	51931/168353	0,30846
90123	51931/168384	0,30841
90124	51931/176141	0,29483
90125	51931/218502	0,23767
90126	51931/176026	0,29502
90127	51931/194080	0,26758
90128	51931/194109	0,26754
90129	51931/194074	0,26758
90130	51931/246020	0,21108
90131	51931/175984	0,29509
90132	51931/218502	0,23767
90133	51931/176103	0,29489
90134	51931/175994	0,29507
90135	51931/220311	0,23572
90136	51931/194145	0,26749
90137	51931/218359	0,23782
90138	51931/168365	0,30844
90139	51931/168385	0,30841
90140	51931/176075	0,29494
90141	51931/194020	0,26766
90142	51931/218868	0,23727
90143	51931/218481	0,23769
90144	51931/194146	0,26748
90145	51931/194112	0,26753
90146	51931/168352	0,30847
90147	51931/194144	0,26749
90148	51931/194145	0,26749
90149	51931/194146	0,26748
90150	51931/168364	0,30844
90151	51931/194112	0,26753
90152	51931/244314	0,21256
90153	51931/176056	0,29497
90154	51931/175985	0,29509
90155	51931/168352	0,30847
90156	51931/219471	0,23662
90157	51931/225682	0,23011
90158	51931/173936	0,29856
90159	51931/175836	0,29534
90160	51931/175898	0,29523
90161	51931/175888	0,29525
90162	51931/175992	0,29508
90163	51931/194036	0,26764
90164	51931/175895	0,29524
90165	51931/168360	0,30845
90166	51931/168345	0,30848
90167	51931/194000	0,26769
90168	51931/175979	0,29510
90169	51931/176128	0,29485
90170	51931/168325	0,30852
90171	51931/176027	0,29502
90172	51931/175939	0,29516
90173	51931/218262	0,23793
90174	51931/168338	0,30849
90175	51931/218193	0,23800
90176	51931/193991	0,26770
90177	51931/168325	0,30852
90178	51931/168309	0,30855
90179	51931/194033	0,26764
90180	51931/218797	0,23735
90181	51931/168321	0,30852
90182	51931/193953	0,26775
90183	51931/175929	0,29518
90184	51931/175858	0,29530
90185	51931/175901	0,29523
90186	51931/175991	0,29508
90187	51931/168358	0,30846
90188	51931/193991	0,26770
90189	51931/194047	0,26762
90190	51931/219005	0,23712
90191	51931/218001	0,23821
90192	51931/218108	0,23810
90193	51931/194027	0,26765
90194	51931/175868	0,29528
90195	51931/194087	0,26757
90196	51931/168333	0,30850
90197	51931/218218	0,23798
90198	51931/175178	0,29645
90199	51931/175990	0,29508
90200	51931/168364	0,30844
90201	51931/168347	0,30848
90202	51931/176070	0,29495
90203	51931/194062	0,26760
90204	51931/175988	0,29508
90205	51931/194144	0,26749
90206	51931/175957	0,29513
90207	51931/218500	0,23767
90208	51931/168384	0,30841
90209	51931/226481	0,22930
90210	51931/194146	0,26748
90211	51931/176112	0,29487
90212	51931/168361	0,30845
90213	51931/175986	0,29509
90214	51931/218815	0,23733
90215	51931/175987	0,29508
90216	51931/194003	0,26768
90217	51931/175957	0,29513
90218	51931/218814	0,23733
90219	51931/219214	0,23690
90220	51931/194004	0,26768
90221	51931/168385	0,30841
90222	51931/218813	0,23733
90223	51931/218455	0,23772
90224	51931/226481	0,22930
90225	51931/194070	0,26759
90226	51931/168385	0,30841
90227	51931/168362	0,30845
90228	51931/175988	0,29508
90229	51931/168361	0,30845
90230	51931/175932	0,29518
90231	51931/175933	0,29517
90232	51931/218814	0,23733
90233	51931/218814	0,23733
90234	51931/175932	0,29518
90235	51931/175932	0,29518
90236	51931/168359	0,30845
90237	51931/175940	0,29516
90238	51931/193228	0,26876
90239	51931/168368	0,30844
90240	51931/194015	0,26766
90241	51931/194144	0,26749
90242	51931/175982	0,29509
90243	51931/168384	0,30841
90244	51931/168367	0,30844
90245	51931/194015	0,26766
90246	51931/176057	0,29497
90247	51931/168384	0,30841
90248	51931/194146	0,26748
90249	51931/176100	0,29489
90250	51931/176133	0,29484
90251	51931/218561	0,23760
90252	51931/218560	0,23761
90253	51931/168362	0,30845
90254	51931/218562	0,23760
90255	51931/194080	0,26758
90256	51931/290388	0,17883
90257	51931/194016	0,26766
90258	51931/176070	0,29495
90259	51931/175982	0,29509
90260	51931/175959	0,29513
90261	51931/176054	0,29497
90262	51931/194015	0,26766
90263	51931/168349	0,30847
90264	51931/244352	0,21253
90265	51931/168368	0,30844
90266	51931/219031	0,23709
90267	51931/194016	0,26766
90268	51931/219177	0,23694
90269	51931/168385	0,30841
90270	51931/244351	0,21253
90271	51931/168362	0,30845
90272	51931/168362	0,30845
90273	51931/175958	0,29513
90274	51931/168348	0,30847
90275	51931/219889	0,23617
90276	51931/175952	0,29514
90277	51931/168360	0,30845
90278	51931/215263	0,24124
90279	51931/218077	0,23813
90280	51931/218489	0,23768
90281	51931/194071	0,26759
90282	51931/175900	0,29523
90283	51931/168331	0,30851
90284	51931/168326	0,30851
90285	51931/194020	0,26766
90286	51931/194032	0,26764
90287	51931/194038	0,26763
90288	51931/218242	0,23795
90289	51931/176133	0,29484
90290	51931/218528	0,23764
90291	51931/175910	0,29521
90292	51931/194047	0,26762
90293	51931/175894	0,29524
90294	51931/176024	0,29502
90295	51931/218047	0,23816
90296	51931/194004	0,26768
90297	51931/193990	0,26770
90298	51931/168348	0,30847
90299	51931/194030	0,26764
90300	51931/193922	0,26779
90301	51931/176036	0,29500
90302	51931/168346	0,30848
90303	51931/217867	0,23836
90304	51931/175892	0,29524
90305	51931/175965	0,29512
90306	51931/194003	0,26768
90307	51931/193987	0,26770
90308	51931/193989	0,26770
90309	51931/168374	0,30843
90310	51931/218124	0,23808
90311	51931/217982	0,23824
90312	51931/218520	0,23765
90313	51931/193999	0,26769
90314	51931/194127	0,26751
90315	51931/176070	0,29495
90316	51931/168314	0,30854
90317	51931/218182	0,23802
90318	51931/218351	0,23783
90319	51931/218727	0,23742
90320	51931/218147	0,23806
90321	51931/168327	0,30851
90322	51931/218391	0,23779
90323	51931/194056	0,26761
90324	51931/243593	0,21319
90325	51931/193965	0,26773
90326	51931/243103	0,21362
90327	51931/193931	0,26778
90328	51931/194023	0,26765
90329	51931/168378	0,30842
90330	51931/193988	0,26770
90331	51931/175908	0,29522
90332	51931/168316	0,30853
90333	51931/168319	0,30853
90334	51931/168293	0,30857
90335	51931/218474	0,23770
90336	51931/168322	0,30852
90337	51931/193998	0,26769
90338	51931/218377	0,23780
90339	51931/168339	0,30849
90340	51931/242352	0,21428
90341	51931/168326	0,30851
90342	51931/193948	0,26776
90343	51931/193951	0,26775
90344	51931/175997	0,29507
90345	51931/193987	0,26770
90346	51931/243095	0,21362
90347	51931/218837	0,23730
90348	51931/193960	0,26774
90349	51931/194015	0,26766
90350	51931/243234	0,21350
90351	51931/175915	0,29521
90352	51931/168312	0,30854
90353	51931/176038	0,29500
90354	51931/176001	0,29506
90355	51931/218167	0,23803
90356	51931/193931	0,26778
90357	51931/168349	0,30847
90358	51931/173890	0,29864
90359	51931/218475	0,23770
90360	51931/168343	0,30848
90361	51931/194094	0,26756
90362	51931/194003	0,26768
90363	51931/218743	0,23741
90364	51931/168340	0,30849
90365	51931/194027	0,26765
90366	51931/175888	0,29525
90367	51931/218749	0,23740
90368	51931/168324	0,30852
90369	51931/176115	0,29487
90370	51931/168359	0,30845
90371	51931/218671	0,23748
90372	51931/168342	0,30849
90373	51931/168359	0,30845
90374	51931/218332	0,23785
90375	51931/175936	0,29517
90376	51931/168338	0,30849
90377	51931/218514	0,23766
90378	51931/175951	0,29514
90379	51931/168307	0,30855
90380	51931/194019	0,26766
90381	51931/218370	0,23781
90382	51931/194016	0,26766
90383	51931/219566	0,23652
90384	51931/218357	0,23783
90385	51931/194044	0,26762
90386	51931/218078	0,23813
90387	51931/168343	0,30848
90388	51931/168356	0,30846
90389	51931/175986	0,29509
90390	51931/218886	0,23725
90391	51931/175928	0,29518
90392	51931/217933	0,23829
90393	51931/194010	0,26767
90394	51931/176055	0,29497
90395	51931/175981	0,29509
90396	51931/175904	0,29522
90397	51931/193993	0,26770
90398	51931/173999	0,29846
90399	51931/219604	0,23648
90400	51931/168352	0,30847
90401	51931/194063	0,26760
90402	51931/194063	0,26760
90403	51931/225508	0,23028
90404	51931/176120	0,29486
90405	51931/176142	0,29482
90406	51931/225509	0,23028
90407	51931/225479	0,23031
90408	51931/168366	0,30844
90409	51931/226393	0,22938
90410	51931/194110	0,26753
90411	51931/168366	0,30844
90412	51931/194146	0,26748
90413	51931/194098	0,26755
90414	51931/168366	0,30844
90415	51931/168381	0,30841
90416	51931/176142	0,29482
90417	51931/175995	0,29507
90418	51931/176142	0,29482
90419	51931/194144	0,26749
90420	51931/176112	0,29487
90421	51931/176026	0,29502
90422	51931/194110	0,26753
90423	51931/218641	0,23752
90424	51931/168352	0,30847
90425	51931/194110	0,26753
90427	51931/194098	0,26755
90428	51931/224762	0,23105
90429	51931/218624	0,23754
90430	51931/175993	0,29507
90431	51931/225508	0,23028
90432	51931/176072	0,29494
90433	51931/218759	0,23739
90434	51931/218592	0,23757
90435	51931/218912	0,23722
90436	51931/176112	0,29487
90437	51931/174786	0,29711
90438	51931/194072	0,26759
90439	51931/168363	0,30845
90440	51931/225884	0,22990
90441	51931/194097	0,26755
90442	51931/168383	0,30841
90443	51931/168364	0,30844
90444	51931/176020	0,29503
90445	51931/176021	0,29503
90446	51931/194072	0,26759
90447	51931/194103	0,26754
90448	51931/168385	0,30841
90449	51931/176142	0,29482
90450	51931/176142	0,29482
90451	51931/168351	0,30847
90452	51931/194066	0,26759
90453	51931/219172	0,23694
90454	51931/176021	0,29503
90455	51931/168351	0,30847
90456	51931/194069	0,26759
90457	51931/168385	0,30841
90458	51931/218714	0,23744
90459	51931/175990	0,29508
90460	51931/168366	0,30844
90461	51931/218715	0,23744
90462	51931/219142	0,23697
90463	51931/194072	0,26759
90464	51931/219007	0,23712
90465	51931/194146	0,26748
90466	51931/176021	0,29503
90467	51931/218529	0,23764
90468	51931/194140	0,26749
90469	51931/194072	0,26759
90470	51931/194102	0,26754
90471	51931/219605	0,23647
90472	51931/194097	0,26755
90473	51931/168364	0,30844
90474	51931/168385	0,30841
90475	51931/168350	0,30847
90476	51931/176026	0,29502
90477	51931/192715	0,26947
90478	51931/175883	0,29526
90479	51931/194048	0,26762
90480	51931/194059	0,26760
90481	51931/168354	0,30846
90482	51931/168341	0,30849
90483	51931/218130	0,23807
90484	51931/168338	0,30849
90485	51931/168330	0,30851
90486	51931/168338	0,30849
90487	51931/218643	0,23752
90488	51931/219285	0,23682
90489	51931/168364	0,30844
90490	51931/168319	0,30853
90491	51931/168335	0,30850
90492	51931/218294	0,23789
90493	51931/218237	0,23796
90494	51931/168343	0,30848
90495	51931/176107	0,29488
90496	51931/168379	0,30842
90497	51931/194017	0,26766
90498	51931/168305	0,30855
90499	51931/168338	0,30849
90500	51931/217836	0,23839
90501	51931/168323	0,30852
90502	51931/218249	0,23794
90503	51931/193968	0,26773
90504	51931/175968	0,29512
90505	51931/194049	0,26762
90506	51931/194010	0,26767
90507	51931/175907	0,29522
90508	51931/168345	0,30848
90509	51931/168330	0,30851
90510	51931/218893	0,23724
90511	51931/168313	0,30854
90512	51931/218925	0,23721
90513	51931/168381	0,30841
90514	51931/218229	0,23797
90515	51931/168350	0,30847
90516	51931/168327	0,30851
90517	51931/167703	0,30966
90518	51931/218841	0,23730
90519	51931/193987	0,26770
90520	51931/175892	0,29524
90521	51931/193891	0,26784
90522	51931/218225	0,23797
90523	51931/168344	0,30848
90524	51931/175959	0,29513
90525	51931/175974	0,29511
90526	51931/193996	0,26769
90527	51931/168323	0,30852
90528	51931/176134	0,29484
90529	51931/175945	0,29515
90530	51931/193891	0,26784
90531	51931/175888	0,29525
90532	51931/175912	0,29521
90533	51931/194065	0,26760
90534	51931/194010	0,26767
90535	51931/194003	0,26768
90536	51931/193961	0,26774
90537	51931/168323	0,30852
90538	51931/217863	0,23837
90539	51931/168347	0,30848
90540	51931/218171	0,23803
90541	51931/218203	0,23799
90542	51931/218363	0,23782
90543	51931/168327	0,30851
90544	51931/218472	0,23770
90545	51931/175970	0,29511
90546	51931/176038	0,29500
90547	51931/193956	0,26775
90548	51931/168321	0,30852
90549	51931/218076	0,23813
90550	51931/218707	0,23745
90551	51931/175877	0,29527
90552	51931/176097	0,29490
90553	51931/218420	0,23776
90554	51931/218302	0,23789
90555	51931/194026	0,26765
90556	51931/168329	0,30851
